,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
41,GO_Biological_Process_2023,Regulation Of Catecholamine Secretion (GO:0050433),12/27,0.0011434606392604,0.1197094388292406,0,0,3.7328794326241135,25.285390355745147,PRKN;SYT5;SYT4;SYT1;KCNB1;KCNA2;FFAR3;SYT13;SYT9;STX1A;SNCA;SYT17
43,GO_Biological_Process_2023,Endoderm Formation (GO:0001706),14/35,0.0015875624491272,0.1586480020184632,0,0,3.111363421326521,20.054465581524227,LAMB3;DUSP1;COL12A1;LAMA3;FN1;HMGA2;INHBA;MMP8;MMP9;SOX17;LHX1;TBX20;ITGA7;SOX7
42,GO_Biological_Process_2023,Action Potential (GO:0001508),14/35,0.0015875624491272,0.1586480020184632,0,0,3.111363421326521,20.054465581524227,KCNH2;KCNE1;KCNH6;KCNE4;KCNB1;KCNA1;KCNE5;KCNA2;LOC102723475;KCNMB2;DMD;SCN4A;SCN5A;SCN3B
44,GO_Biological_Process_2023,Cardiac Muscle Cell Contraction (GO:0086003),9/18,0.0017435199215802,0.1635711809964373,0,0,4.663832199546485,29.623959132100538,KCNE1;GSN;CACNA2D1;CACNA1D;SCN5A;SCN3B;SCN4B;SCN1A;SCN2B
46,GO_Biological_Process_2023,Calcium Ion Transmembrane Import Into Cytosol (GO:0097553),26/83,0.0017484297263662,0.1635711809964373,0,0,2.1314265441444684,13.532506403091,SLC24A2;CACNA1B;HTR2C;CACNA1D;HTR2A;NALF2;FGF2;CACNA1H;SLC8A2;TRPM1;JPH2;JPH3;SCN11A;SCN9A;SCN7A;CCR7;SCN5A;SCN3A;SCN1A;CCL21;CACNA2D1;GRIN2B;GRIN2D;SCN4A;PLCH2;SCN2A
45,GO_Biological_Process_2023,Negative Regulation Of Peptide Hormone Secretion (GO:0090278),9/18,0.0017435199215802,0.1635711809964373,0,0,4.663832199546485,29.623959132100538,CHGA;PRKN;CRHBP;SFRP1;KCNB1;BMP8A;FFAR4;FAM3D;FOXO1
49,GO_Biological_Process_2023,Regulation Of Hormone Secretion (GO:0046883),8/15,0.0018695687488549,0.1644098757743019,0,0,5.329231267457394,33.478483908943595,IL11;NMB;CCKAR;EDN3;OSM;FFAR3;SOX11;FFAR2
48,GO_Biological_Process_2023,Regulation Of Sensory Perception (GO:0051931),7/12,0.0018524793331779,0.1644098757743019,0,0,6.5272521246458926,41.06444671459685,TMEM100;OPRPN;SMR3B;SCN11A;SPX;VIP;MGLL
47,GO_Biological_Process_2023,Negative Regulation Of Potassium Ion Transport (GO:0043267),7/12,0.0018524793331779,0.1644098757743019,0,0,6.5272521246458926,41.06444671459685,KCNH2;CAV3;CAV1;KCNE5;CASQ2;NOS1;VIP
50,GO_Biological_Process_2023,Positive Regulation Of Cell Adhesion (GO:0045785),27/88,0.0020220842457922,0.1743353809558524,0,0,2.068348045397226,12.831258734617125,RET;VIT;ECM2;LAMA2;SIRPG;NDNF;FUT3;FUT7;IBSP;HYAL1;ERBB2;AGR2;IL12B;RAC3;CCR7;PRSS2;P2RY12;CCL21;TNFRSF18;AZU1;NPNT;CCDC80;CXCL12;SAA1;ADAM8;RELL2;PLPP3
4407,KEGG_2021_Human,Nicotine addiction,14/40,0.0066253393809845,0.186714109827745,0,0,2.5122600930151315,12.603641295532409,GABRQ;GRIA2;GABRA5;GABRA4;CHRNA6;GABRA3;CACNA1B;GRIN2B;GABRG1;GRIN2D;SLC17A7;GABRE;GABRD;GRIA4
51,GO_Biological_Process_2023,Regulation Of Endothelial Cell Proliferation (GO:0001936),28/93,0.0023032727455473,0.1914441659555092,0,0,2.013038998618936,12.226039839427246,SEMA5A;CCL11;PTPRM;FUT2;FGF2;ATOH8;PPP1R16B;STAT5A;CCL24;EGR3;ANGPT1;CAV2;EGF;CAV1;SORD;VEGFD;PROX1;SULF1;NELL2;NELL1;NR4A1;BMP2;LRG1;TNMD;LEP;CDH13;TEK;VIP
52,GO_Biological_Process_2023,Potassium Ion Transmembrane Transport (GO:0071805),38/137,0.0023076053663047,0.1914441659555092,0,0,1.7951218385628216,10.899162897824423,KCNG1;SLC24A2;KCNG3;KCNE1;KCNK9;KCNE4;KCNC2;KCNE5;LRRC38;KCNA1;HPN;KCNA2;ATP1A3;KCNA4;ATP1A2;KCNA5;KCNA6;SLC12A8;KCNH1;KCNJ3;KCNH2;KCNF1;LRRC26;KCNJ6;KCNJ10;KCNH6;KCNB1;KCNIP2;KCNH8;LOC102723475;KCNK15;KCNJ16;ABCC9;FXYD2;SLC9A9;KCNK1;HCN2;HCN1
54,GO_Biological_Process_2023,Lymphocyte Chemotaxis (GO:0048247),16/44,0.0024548397221839,0.1927487546150477,0,0,2.6672617357082,16.029426332456755,CCL14;CCL25;CCL13;CCL24;CCL23;CCL11;CCL21;CCL20;CXCL13;CX3CL1;CXCL10;CXCL11;CCL7;SAA1;CCL17;CCL16
53,GO_Biological_Process_2023,Calcium Ion Homeostasis (GO:0055074),30/102,0.0024466896368102,0.1927487546150477,0,0,1.9474146944206825,11.70984221417557,CCL14;SLC24A2;CCL13;CALCB;CCL11;CIB3;ATP2A3;HTR2C;HTR2A;PTH1R;SLC8A2;CDH5;JPH2;PLN;CCL7;TNNI3;S100A14;DRD4;ELANE;SNCA;CCL23;EDN2;EDN3;TRPA1;CAV1;ANK2;TRDN;CXCL12;CASQ2;RGN
55,GO_Biological_Process_2023,Positive Regulation Of Osteoblast Differentiation (GO:0045669),16/44,0.0024548397221839,0.1927487546150477,0,0,2.6672617357082,16.029426332456755,FBN2;WNT7B;SOX11;IGF1;NPNT;BMP6;CCNA2;SCUBE3;NELL1;IL6;FFAR4;CCN4;BMPR1B;TP63;FERMT2;DDR2
57,GO_Biological_Process_2023,Tryptophan Catabolic Process (GO:0006569),5/7,0.0026380476999298,0.1999913058032996,0,0,11.651330690826727,69.18229433031689,IL4I1;TDO2;IDO2;KMO;IDO1
56,GO_Biological_Process_2023,Ethanol Oxidation (GO:0006069),5/7,0.0026380476999298,0.1999913058032996,0,0,11.651330690826727,69.18229433031689,ADH4;ACSS2;ADH1C;ADH1B;ADH1A
58,GO_Biological_Process_2023,Cellular Response To Hormone Stimulus (GO:0032870),28/94,0.0027365903847309,0.2039455579942696,0,0,1.9824175064984413,11.69832999547806,ROBO2;OXTR;ATP1A3;ATP1A2;NR3C1;TFPI;CACNA1H;SLC5A5;GHR;CRHBP;CCKAR;FFAR4;LHCGR;AKR1C1;CAV1;AVPR2;AKR1C3;AKR1C2;AVPR1A;ESR1;ESR2;SFRP1;NR4A3;WT1;LEP;KLF9;MGARP;RAMP1
59,GO_Biological_Process_2023,Inorganic Cation Import Across Plasma Membrane (GO:0098659),30/103,0.002878656110395,0.2109575152901192,0,0,1.9206205983336653,11.23645967456042,SLC24A2;KCNK9;CACNA1B;ATP1A3;CACNA1D;ATP1A2;NALF2;CACNA1H;SLC8A2;TRPM1;SCN11A;SCN9A;SLC39A6;SCN7A;SCN5A;SCN3A;SLC12A8;SCN1A;KCNJ3;KCNH2;KCNJ6;KCNJ10;CACNA2D1;KCNJ16;ABCC9;FXYD2;SLC9A9;SCN4A;SCN2A;HCN2
60,GO_Biological_Process_2023,Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844),21/65,0.0030776978404955,0.215566359811668,0,0,2.2287659013341607,12.890231217141556,PGLYRP4;CCL13;CXCL9;H2BC8;TSLP;DEFB1;NRG1;PPBP;CXCL13;CXCL2;H2BC12;CXCL10;CXCL11;H2BC21;H2BC11;RNASE7;MUC7;S100A9;CAMP;S100A7;PF4
61,GO_Biological_Process_2023,Membrane Depolarization During Cardiac Muscle Cell Action Potential (GO:0086012),8/16,0.0031626970149078,0.215566359811668,0,0,4.662793992632474,26.84058154821042,CACNA2D1;ATP1A2;CACNA1D;SCN5A;SCN3B;SCN4B;HCN2;SCN2B
67,GO_Biological_Process_2023,Response To Prostaglandin E (GO:0034695),6/10,0.003333753119671,0.215566359811668,0,0,6.991928632115548,39.879559516514256,TGFBR3;SFRP1;GNG2;CCL21;TNFSF4;CCR7
65,GO_Biological_Process_2023,Negative Regulation Of Interleukin-17 Production (GO:0032700),6/10,0.003333753119671,0.215566359811668,0,0,6.991928632115548,39.879559516514256,IFNG;TNFSF4;IL12B;IL36RN;FOXP3;VSIR
62,GO_Biological_Process_2023,Striated Muscle Contraction (GO:0006941),19/57,0.0032099274993568,0.215566359811668,0,0,2.3344229675952244,13.403105641249567,KCNH2;MYLK2;CCDC78;KCNE5;ATP1A2;RYR3;JSRP1;TNNT1;MYL2;TNNT3;STAC2;CASQ2;DMD;TNNI3;NOS1;SCN5A;SCN3B;SCN4B;SCN2B
64,GO_Biological_Process_2023,Aromatic Amino Acid Family Catabolic Process (GO:0009074),6/10,0.003333753119671,0.215566359811668,0,0,6.991928632115548,39.879559516514256,IL4I1;TAT;FANCA;KMO;HPD;IDO1
66,GO_Biological_Process_2023,Regulation Of Mitotic Sister Chromatid Separation (GO:0010965),6/10,0.003333753119671,0.215566359811668,0,0,6.991928632115548,39.879559516514256,CCNB1;DUSP1;USP44;BIRC5;CDCA8;AURKB
63,GO_Biological_Process_2023,Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904029),18/53,0.0032400067251769,0.215566359811668,0,0,2.400876872488125,13.762258087247629,CDKN1C;BLM;CDKN2A;CCNF;CDC6;CDC25C;PKMYT1;CDC25A;CCNA2;CCNB2;CCNB1;CCNE2;CCNE1;CCNI2;CCNP;CCNO;CDK5R2;CDKN3
4408,KEGG_2021_Human,ABC transporters,15/45,0.0083597241688287,0.2159595410280757,0,0,2.332907438955139,11.16139868952278,ABCG8;ABCD2;ABCB1;ABCA5;ABCA6;ABCB5;ABCA9;TAP1;DEFB1;ABCC9;ABCA8;ABCB11;ABCC12;ABCA10;ABCG2
68,GO_Biological_Process_2023,Membrane Depolarization During Action Potential (GO:0086010),7/13,0.0034030561444688,0.2168585198149222,0,0,5.4390462700661,30.910542609990078,KCNH2;CACNA1D;SCN5A;SCN3B;SCN4B;HCN2;SCN2B
69,GO_Biological_Process_2023,Monocyte Chemotaxis (GO:0002548),15/42,0.0040438469954465,0.2394747370935314,0,0,2.592592592592593,14.286633960909192,CCL14;CCL25;CCL13;CCL24;CCL23;CCL11;CCL21;CCL20;CX3CL1;IL6;CCL7;CTSG;FOLR2;CCL17;CCL16
73,GO_Biological_Process_2023,Positive Regulation Of Antigen Processing And Presentation (GO:0002579),4/5,0.0041936672176943,0.2394747370935314,0,0,18.6379847155392,102.0276775206775,CCL21;SLC11A1;CCR7;NOD2
70,GO_Biological_Process_2023,Blood Circulation (GO:0008015),17/50,0.0041097520761776,0.2394747370935314,0,0,2.4045282369146004,13.211422089817903,EDN3;EPO;NPR1;AVPR1A;SGCZ;TRDN;ACE2;CXCL10;MYL7;PLN;ACTC1;CXCL12;MYL2;COL4A3;OLR1;TNNI3;SGCG
74,GO_Biological_Process_2023,Positive Regulation Of Dendritic Cell Antigen Processing And Presentation (GO:0002606),4/5,0.0041936672176943,0.2394747370935314,0,0,18.6379847155392,102.0276775206775,CCL21;SLC11A1;CCR7;NOD2
72,GO_Biological_Process_2023,Interleukin-27-Mediated Signaling Pathway (GO:0070106),4/5,0.0041936672176943,0.2394747370935314,0,0,18.6379847155392,102.0276775206775,OAS1;OAS2;MX1;OASL
71,GO_Biological_Process_2023,Hepatocyte Differentiation (GO:0070365),4/5,0.0041936672176943,0.2394747370935314,0,0,18.6379847155392,102.0276775206775,PROX1;PCK1;E2F7;E2F8
76,GO_Biological_Process_2023,Retinal Ganglion Cell Axon Guidance (GO:0031290),4/5,0.0041936672176943,0.2394747370935314,0,0,18.6379847155392,102.0276775206775,ROBO2;NELL1;PTPRM;EPHB1
75,GO_Biological_Process_2023,Regulation Of Ribonuclease Activity (GO:0060700),4/5,0.0041936672176943,0.2394747370935314,0,0,18.6379847155392,102.0276775206775,OAS1;OAS2;OAS3;OASL
77,GO_Biological_Process_2023,DNA Unwinding Involved In DNA Replication (GO:0006268),9/20,0.0042939660823048,0.2420585751781349,0,0,3.815398886827458,20.796001335546165,GINS1;RECQL4;GINS2;CDC45;RAD51;GINS4;HMGA1;MCM4;MCM2
78,GO_Biological_Process_2023,Positive Regulation Of Cell-Substrate Adhesion (GO:0010811),22/71,0.0044101168422719,0.2454592880439232,0,0,2.096600574796064,11.371655613245917,VIT;CCL25;FGA;ECM2;MYOC;CCL21;FN1;NDNF;NPNT;OLFM4;CX3CL1;NELL1;SFRP1;CCDC80;AGR2;RAC3;CDH13;CCR7;CD36;RELL2;FERMT2;LIMS2
79,GO_Biological_Process_2023,Response To Estradiol (GO:0032355),12/31,0.0046403739778993,0.2550465547602915,0,0,2.9462933930571107,15.83031748403869,FOXA1;H2AZ1;MYOG;CRHBP;SFRP1;ZNF703;CSN1S1;SSTR1;SSTR2;ESR1;POU4F1;EGFR
82,GO_Biological_Process_2023,Regulation Of Postsynaptic Membrane Potential (GO:0060078),13/35,0.0049435867977272,0.2555127614086163,0,0,2.7568491383758125,14.637943006201033,GABRA5;GABRA4;GABRA3;FOXM1;MAPK8IP2;GRIN2B;INSYN2A;INSYN2B;GABRG1;GRIN2D;NPAS4;GABRE;DRD4
81,GO_Biological_Process_2023,Microtubule Cytoskeleton Organization Involved In Mitosis (GO:1902850),19/59,0.0049341648404045,0.2555127614086163,0,0,2.2174317794201253,11.77804822407936,STIL;PLK1;CDCA8;TTK;KIF11;WDR62;AURKB;NDC80;CENPE;CCNB1;ESPL1;KIF4A;NUF2;STMN1;CDK1;TACC3;BIRC5;DLGAP5;SPC25
80,GO_Biological_Process_2023,Positive Regulation Of Protein Kinase B Signaling (GO:0051897),27/93,0.0047608426958044,0.2555127614086163,0,0,1.911072261072261,10.2191351603275,RET;SEMA5A;CSF3;GATA3;NTS;FGF2;CX3CL1;EGFR;CALCR;THPO;CCR7;P2RY12;MYOC;ANGPT1;CCL21;F10;EGF;GDF15;AKR1C3;OSM;AKR1C2;IGF1;F7;LEP;SPRY2;TEK;FERMT2
84,GO_Biological_Process_2023,DNA Replication Checkpoint Signaling (GO:0000076),8/17,0.0050556311672844,0.2555127614086163,0,0,4.144453889990869,21.91277449895148,CDT1;CDC45;ORC1;HUS1B;CDC6;CLSPN;DNA2;TICRR
86,GO_Biological_Process_2023,Ventricular Cardiac Muscle Cell Action Potential (GO:0086005),8/17,0.0050556311672844,0.2555127614086163,0,0,4.144453889990869,21.91277449895148,KCNH2;KCNE1;CAV3;KCNE4;KCNE5;LOC102723475;SCN5A;SCN3B
85,GO_Biological_Process_2023,Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090266),8/17,0.0050556311672844,0.2555127614086163,0,0,4.144453889990869,21.91277449895148,CCNB1;DUSP1;USP44;CDCA8;BIRC5;AURKB;NDC80;MAD2L1
83,GO_Biological_Process_2023,Mitotic Sister Chromatid Segregation (GO:0000070),31/111,0.0049613467357087,0.2555127614086163,0,0,1.8107280376497432,9.60786430560212,CDCA5;KIF14;CDCA8;NCAPG;KIF11;SMC4;NCAPH;CCNB1;ANKRD53;MISP;CEP55;DLGAP5;SPAG5;PLK1;KIF25;KIF23;TEX14;NDC80;ZWINT;SGO1;TPX2;CENPE;KIF18A;KIF18B;PSRC1;ESPL1;KIFC2;KIFC1;CENPI;CENPK;KIF2C
87,GO_Biological_Process_2023,Retina Homeostasis (GO:0001895),14/39,0.0051263881978277,0.2561446466573723,0,0,2.612909452171445,13.77879630944302,CRB2;PIGR;ZG16B;HSPB1;F3;RPE65;CST4;JCHAIN;IGHG3;OPRPN;POTEI;PIP;ALB;IGHA2
4409,KEGG_2021_Human,IL-17 signaling pathway,26/94,0.010842591856597,0.2585541135034691,0,0,1.7854390403270397,8.077814018933683,CSF3;CCL11;CXCL2;S100A7A;CCL7;CCL17;MMP1;CCL20;MMP3;FOS;MUC5B;MMP9;MAPK15;MUC5AC;MAPK10;CXCL10;IL6;MMP13;IFNG;FOSB;IL17D;S100A9;IL17C;S100A8;IL17B;S100A7
99,GO_Biological_Process_2023,Type B Pancreatic Cell Differentiation (GO:0003309),5/8,0.0060095691491702,0.2642407554890166,0,0,7.767081917704794,39.723981018324814,CDH2;RFX6;INSM1;BMP6;BMP5
88,GO_Biological_Process_2023,Centromere Complex Assembly (GO:0034508),7/14,0.0057741170890558,0.2642407554890166,0,0,4.661756373937677,24.028416824809856,CENPE;CENPF;CENPW;CENPI;HJURP;OIP5;DLGAP5
98,GO_Biological_Process_2023,Regulation Of Mitotic Sister Chromatid Segregation (GO:0033047),5/8,0.0060095691491702,0.2642407554890166,0,0,7.767081917704794,39.723981018324814,CCNB1;DUSP1;USP44;CDK1;AURKB
91,GO_Biological_Process_2023,Synaptonemal Complex Assembly (GO:0007130),7/14,0.0057741170890558,0.2642407554890166,0,0,4.661756373937677,24.028416824809856,SYCE3;SYCE1;TEX11;P3H4;TEX15;HORMAD1;TRIP13
94,GO_Biological_Process_2023,Regulation Of Calcium Ion-Dependent Exocytosis (GO:0017158),11/28,0.0058177176971429,0.2642407554890166,0,0,3.0180174168362752,15.533274619377808,SYT5;SYT4;DOC2A;SYT1;KCNB1;DOC2B;SYT13;SYT9;STX1A;CBARP;SYT17
93,GO_Biological_Process_2023,Mucosal Immune Response (GO:0002385),11/28,0.0058177176971429,0.2642407554890166,0,0,3.0180174168362752,15.533274619377808,H2BC12;PIGR;IFNL2;H2BC8;BPIFB1;H2BC21;H2BC11;FFAR3;DEFB1;FFAR2;CAMP
92,GO_Biological_Process_2023,Synaptonemal Complex Organization (GO:0070193),7/14,0.0057741170890558,0.2642407554890166,0,0,4.661756373937677,24.028416824809856,SYCE3;SYCE1;TEX11;P3H4;TEX15;HORMAD1;TRIP13
89,GO_Biological_Process_2023,Endoderm Development (GO:0007492),7/14,0.0057741170890558,0.2642407554890166,0,0,4.661756373937677,24.028416824809856,SOX17;DUSP1;LHX1;TBX20;GATA4;HOXC11;SOX7
90,GO_Biological_Process_2023,Regulation Of Sensory Perception Of Pain (GO:0051930),7/14,0.0057741170890558,0.2642407554890166,0,0,4.661756373937677,24.028416824809856,TMEM100;OPRPN;SMR3B;SCN11A;SPX;VIP;MGLL
97,GO_Biological_Process_2023,Positive Regulation Of Ubiquitin Protein Ligase Activity (GO:1904668),5/8,0.0060095691491702,0.2642407554890166,0,0,7.767081917704794,39.723981018324814,CDC20;UBE2C;UBE2S;PLK1;CDC14B
96,GO_Biological_Process_2023,Cellular Response To Metal Ion (GO:0071248),36/135,0.0059317730804548,0.2642407554890166,0,0,1.699670224091818,8.714943681552331,PRKN;NLGN1;CPNE7;KCNA1;MT1M;MT1X;CACNA1H;RYR3;EGFR;AQP1;CRHBP;SCN5A;ECT2;KCNH1;SNCA;SYT5;SYT4;SLC13A2;AOC1;SYT1;AKR1C3;FOS;SYT13;SYT9;MT3;F3;MMP9;BMP6;SYT17;TFR2;RASA4;ITPKA;DPEP1;MT1G;MT1H;GPLD1
95,GO_Biological_Process_2023,Regulation Of Chromosome Segregation (GO:0051983),11/28,0.0058177176971429,0.2642407554890166,0,0,3.0180174168362752,15.533274619377808,RMI2;CDCA2;IHO1;NCAPG;KIF2C;HORMAD1;CDC6;MKI67;SMC4;BUB1;NCAPH
4410,KEGG_2021_Human,Retinol metabolism,20/68,0.0119613028878986,0.2648574210891838,0,0,1.9447208795374848,8.60748746648917,ADH1C;RETSAT;ADH1B;ADH1A;UGT2B17;UGT2B28;HSD17B6;CYP3A4;RPE65;SDR16C5;ALDH1A3;CYP2A7;ADH4;CYP26B1;ALDH1A2;ALDH1A1;RDH16;CYP1A1;AOX1;RDH5
100,GO_Biological_Process_2023,Negative Regulation Of Voltage-Gated Potassium Channel Activity (GO:1903817),6/11,0.0062411800464282,0.2717076105360884,0,0,5.59320305862362,28.394376367597214,KCNE1;KCNE4;CAV1;KCNE5;LOC102723475;KCNAB1
4411,KEGG_2021_Human,PPAR signaling pathway,21/74,0.0154531556450276,0.3193652166639048,0,0,1.8492819885375749,7.71139872191885,ACSL1;MMP1;ADIPOQ;AQP7;LPL;SORBS1;FABP4;ACADL;FABP6;SCD;PLIN4;OLR1;SLC27A6;PPARG;CD36;HMGCS2;ANGPTL4;PLIN1;PPARA;PCK1;RXRG
103,GO_Biological_Process_2023,"Protein Localization To Chromosome, Centromeric Region (GO:0071459)",8/18,0.007705326985197,0.3226697405134428,0,0,3.7297818078775857,18.148534092812294,H2AC8;H4C9;H2BC11;CDK1;TTK;KNL1;HASPIN;CENPA
104,GO_Biological_Process_2023,Regulation Of Dendrite Extension (GO:1903859),8/18,0.007705326985197,0.3226697405134428,0,0,3.7297818078775857,18.148534092812294,RIMS2;RNF157;SYT4;RIMS1;UNC13A;SYT1;OSTN;SYT17
101,GO_Biological_Process_2023,Energy Reserve Metabolic Process (GO:0006112),8/18,0.007705326985197,0.3226697405134428,0,0,3.7297818078775857,18.148534092812294,PID1;ADRB3;GBE1;LEP;ADGRF5;LEPR;PYGM;MT3
102,GO_Biological_Process_2023,Membrane Repolarization (GO:0086009),8/18,0.007705326985197,0.3226697405134428,0,0,3.7297818078775857,18.148534092812294,KCNH2;KCNE1;KCNH6;KCNE4;KCNIP2;KCNE5;LOC102723475;ATP1A2
107,GO_Biological_Process_2023,Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079),23/79,0.0084233701208898,0.3325383138088052,0,0,1.9176406618424264,9.16008097812116,CEBPA;MYOCD;BLM;CDKN2A;CCNF;PLK1;PROX1;CDC6;CDC25C;PKMYT1;CDC25A;EGFR;CCNA2;CCNB2;CCNB1;PSRC1;CCNE2;CCNE1;CCNI2;CCNP;CCNO;CDK5R2;CDKN3
110,GO_Biological_Process_2023,Regulation Of Dopamine Secretion (GO:0014059),9/22,0.009082827824899,0.3325383138088052,0,0,3.228021978021978,15.17612471967952,PRKN;SYT5;SYT4;SYT1;KCNA2;SYT13;SYT9;SYT17;SNCA
142,GO_Biological_Process_2023,Type B Pancreatic Cell Development (GO:0003323),4/6,0.010814868973086,0.3325383138088052,0,0,9.318426266628927,42.18296265300639,CDH2;NKX6-1;BMP6;BMP5
141,GO_Biological_Process_2023,"Synaptic Transmission, Dopaminergic (GO:0001963)",4/6,0.010814868973086,0.3325383138088052,0,0,9.318426266628927,42.18296265300639,CRHBP;TH;SLC6A2;SNCA
137,GO_Biological_Process_2023,Regulation Of Mitotic Cytokinesis (GO:1902412),4/6,0.010814868973086,0.3325383138088052,0,0,9.318426266628927,42.18296265300639,BIRC5;CDCA8;AURKB;DCDC1
138,GO_Biological_Process_2023,Regulation Of Nuclease Activity (GO:0032069),4/6,0.010814868973086,0.3325383138088052,0,0,9.318426266628927,42.18296265300639,OAS1;OAS2;OAS3;OASL
140,GO_Biological_Process_2023,Spontaneous Synaptic Transmission (GO:0098814),4/6,0.010814868973086,0.3325383138088052,0,0,9.318426266628927,42.18296265300639,RIMS2;DOC2A;DOC2B;NSG1
139,GO_Biological_Process_2023,Regulation Of Skeletal Muscle Satellite Cell Proliferation (GO:0014842),4/6,0.010814868973086,0.3325383138088052,0,0,9.318426266628927,42.18296265300639,MYOG;ANGPT1;EPHB1;FGF2
111,GO_Biological_Process_2023,Membrane Repolarization During Action Potential (GO:0086011),7/15,0.0091906058636011,0.3325383138088052,0,0,4.07878895184136,19.127780247774805,KCNH2;KCNE1;KCNH6;KCNE4;KCNIP2;KCNE5;LOC102723475
112,GO_Biological_Process_2023,Negative Regulation Of Cation Transmembrane Transport (GO:1904063),7/15,0.0091906058636011,0.3325383138088052,0,0,4.07878895184136,19.127780247774805,KCNH2;CAV3;EPO;CAV1;KCNE5;MMP9;CBARP
114,GO_Biological_Process_2023,Regulation Of Systemic Arterial Blood Pressure By Hormone (GO:0001990),7/15,0.0091906058636011,0.3325383138088052,0,0,4.07878895184136,19.127780247774805,ACE2;OXTR;EDN2;EDN3;AVPR2;AVPR1A;CORIN
113,GO_Biological_Process_2023,Positive Regulation Of Mitotic Sister Chromatid Separation (GO:1901970),7/15,0.0091906058636011,0.3325383138088052,0,0,4.07878895184136,19.127780247774805,CDC20;ESPL1;UBE2C;CDCA8;BIRC5;AURKB;DLGAP5
116,GO_Biological_Process_2023,Cell-Cell Adhesion Mediated By Cadherin (GO:0044331),10/26,0.0099862562092206,0.3325383138088052,0,0,2.91448114544939,13.425690035689705,CDH5;CDH2;CDH10;CDH22;CDH11;CDHR2;CDH12;CDH13;CDH15;CDH7
117,GO_Biological_Process_2023,Positive Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043552),10/26,0.0099862562092206,0.3325383138088052,0,0,2.91448114544939,13.425690035689705,P2RY12;CCL21;EPHA8;CD19;KIT;CCR7;NOD2;TEK;FGF2;FGFR3
118,GO_Biological_Process_2023,Skeletal System Development (GO:0001501),38/149,0.0103677824290016,0.3325383138088052,0,0,1.599880532146894,7.309937544271154,DLX5;DLX6;NPR3;PRELP;PTH1R;PCSK5;DLL3;COMP;CLEC3A;WNT11;HYAL1;EPYC;SHOX;ALX4;COL10A1;PITX1;NKX3-2;SOX5;GDF10;MYOC;ZBTB16;EN1;IGF1;SULF1;BMP6;BMP5;PAX1;COL1A1;BMP3;BMP2;COL1A2;COL2A1;OGN;CDH11;NOTUM;INHA;FGFR3;MATN3
115,GO_Biological_Process_2023,Calcium-Ion Regulated Exocytosis (GO:0017156),10/26,0.0099862562092206,0.3325383138088052,0,0,2.91448114544939,13.425690035689705,RIMS2;SYT5;RIMS1;SYT4;RIMS4;SYT1;DOC2B;SYT13;SYT9;SYT17
120,GO_Biological_Process_2023,Positive Regulation Of Lipid Kinase Activity (GO:0090218),11/30,0.0105148432385287,0.3325383138088052,0,0,2.700002985341971,12.298425519558428,P2RY12;CCL21;EPHA8;CD19;EEF1A2;KIT;CCR7;NOD2;TEK;FGF2;FGFR3
121,GO_Biological_Process_2023,Positive Regulation Of Cell Motility (GO:2000147),53/221,0.0106031894710907,0.3325383138088052,0,0,1.4755122054562353,6.708564427243309,RET;SEMA5A;FAM107A;FGF1;VSIR;MYLK;CDH5;CCR7;MYOC;SEMA6D;CCNA2;F7;CLDN3;DAAM2;CEACAM6;TMSB15A;KIT;PECAM1;CDH13;SMIM22;LRRC15;CEMIP;SEMA7A;CCL11;SEMA3D;LEF1;TWIST2;SEMA3G;EGFR;MIEN1;CCL7;CLEC7A;PDGFD;ZNF703;CGA;CCL24;CARMIL2;CAVIN1;CCL21;F10;FZD4;EGF;ARHGEF39;CAV1;NTRK3;IGF1;COL1A1;VIL1;BMP2;CXCL12;SPRY2;LGR6;FERMT2
122,GO_Biological_Process_2023,Granulocyte Differentiation (GO:0030851),6/12,0.0106298929105141,0.3325383138088052,0,0,4.6607193429623335,21.17870560570138,STAT5A;CEBPA;CSF3;CEBPE;TAL1;LEF1
123,GO_Biological_Process_2023,Positive Regulation Of Regulated Secretory Pathway (GO:1903307),6/12,0.0106298929105141,0.3325383138088052,0,0,4.6607193429623335,21.17870560570138,SLC4A8;SYT4;NLGN1;KCNB1;STX1A;UNC13D
124,GO_Biological_Process_2023,Secretion (GO:0046903),6/12,0.0106298929105141,0.3325383138088052,0,0,4.6607193429623335,21.17870560570138,TPD52;RIMS1;NPR1;VIP;FBLN5;UNC13D
125,GO_Biological_Process_2023,Regulation Of Blood Circulation (GO:1903522),12/34,0.0107575379732602,0.3325383138088052,0,0,2.5440618955512573,11.53006646493044,ACE2;PLN;DES;CAV3;TH;KCNIP2;CELF2;KCNE5;HSPB7;KCNMB2;FXYD1;CACNA1H
